text,ex1_score,ex2_score
Czy mógłby Pan przesłać mi e-mailem lub faksem decyzję Komisji odrzucającą pilny wniosek Edisona?,3,4
Zadzwoń do mnie kiedy będziesz w domu.,3,4
"Wiaczesław, robisz dobrze - jeśli w przyszłości napotkasz problemy z terminem, nie wahaj się bezpośrednio do mnie zadzwonić.",3,3
"Jeśli jesteś zainteresowany realizacją wspólnych projektów, daj mi znać.",3,3
"Chcesz, żebym ci coś tu przywiózł i wysłał do Londynu?",3,4
"Proszę o informację, jaki byłby dogodny czas na spotkanie.",3,5
"Mark, powinieneś tam być, jeśli to możliwe.",3,4
"Dziś lub w ten weekend będę pracować nad umową dotyczącą cen transferowych, więc będziemy mieli coś do omówienia.",3,4
"Czy mógłbyś żonglować resztą mojego kalendarza, aby to uwzględnić?",3,4
"Czy mógłbyś przyjść do mnie, kiedy będziesz miał chwilę.",3,5
Chciałbym z Państwem porozmawiać o wolnym stanowisku w naszej organizacji.,3,4
Czy pozwolisz nam otrzymywać komentarze jutro do 9:00?,3,4
"Zadzwoń do mnie, gdy będziesz mieć możliwość omówienia odpowiedzi (jeśli taka istnieje).",3,4
Prosimy o zachowanie poufności tego powiadomienia w celu zapewnienia najwyższej ochrony.,3,3
Poinformujesz mnie o jutrzejszym spotkaniu?,3,4
Michalina Małoid - czy możesz uczestniczyć?,3,4
Prosimy o przesłanie źródeł naszej analizy ferc CA do Tomasza Brzeszczyńskiego-Staniszewskiego.,3,4
"Jeśli nie, zachowaj tę wiadomość i spróbuj wyświetlić ją na",3,0
"Proszę o e-mail z krótkim omówieniem tego, czym są te dokumenty, jak wpasowują się w ogólny obraz i jakie kwestie wymagają największej analizy.",3,4
Czy powinniśmy porównać notatki (e-mailem) dotyczące pytań 3 i 4 do jutra (niedziela) przed obiadem?,3,3
"EPMI jest dostępne do przedyskutowania tej propozycji w dogodnym dla Ciebie terminie i będziemy dostępni we wtorek, 20 lutego 2001 r., w celu omówienia kwot do zapłaty opisanych powyżej.",3,4
Muszę uzupełnić o śledztwach dyskusjach z Republikanami na dzisiejszym spotkaniu z Leopoldem Szydłowskim-Gnacińskim.,3,4
"Czy ludzie mogą zadzwonić jutro o 9 rano, aby rozpocząć przygotowania do spotkania z Semprą w przyszłym tygodniu?",3,3
"Jeśli nie ma jej jeszcze na twojej liście, dlaczego nie zadzwonisz do niej po przedstawienie i przedstawisz jej listę szkół, za które jesteś odpowiedzialny, aby mogła dokonać wyboru.",3,3
"O ile to nie spowoduje problemów, czy zechciałbyś dać im znać, że przychodzę.",3,3
Nie wahaj się podać numeru telekonferencji Eugeniuszowi lub innym zainteresowanym skoordynowaną/wspólną odpowiedzią.,3,4
"A jeśli coś się ułoży, rozważ spotkanie ze mną w celu porozmawiania o pracy.",3,4
"Czy jest jakaś szansa, że ​​Rościsław Koszacki dostałby telefon w waszej sali konferencyjnej, żebym mógł wziąć udział w telekonferencji?",3,4
Przyjrzę się i wrócę do ciebie w poniedziałek.,3,4
"Jeśli nie dostaniesz jutro, daj mi znać.",3,4
"Prosimy o przesłanie faksem piątkowego ""pakietu"" i ostatecznych numerów na drugi kwartał.",3,4
Musimy omówić federalną ustawę o mocy i zaznaczyć pole.,3,4
"Twój tatuś zostawił telefon i ciężarówkę, zadzwoń do mnie jak najszybciej",3,3
"Zadzwoń do listy około 200, aby sprawdzić, czy ludzie są dostępni.",3,3
Do zobaczenia o 9 rano w niedzielę.,3,3
Czy wciąż myślicie o dołączeniu do nas na nartach?,3,3
Jaką kanapkę chciałbyś zjeść na lunch?,3,2
"Środa, 1:00 pracuje dla mnie.",3,2
"Wiem, że byłeś na tyle uprzejmy, żeby to połączyć, zastanawiałem się, czy mógłbyś mi pomóc dowiedzieć się, czy Pan Radomir Przytarski-Rolbiecki je otrzymał.",3,4
"Twanda, czy mogłabyś dokonać tej zmiany i uruchomić pliki wykonywalne?",3,4
"Kiedy dojdziemy do 20, następny krok porozmawiajmy i możemy umieścić nas oboje na tej samej stronie, co do 20 najlepszego sposobu skoordynowania wszystkich tych wysiłków.",3,4
Proszę mi o tym przypomnieć w czwartek (tu zaczyna się pojawiać starość i gorączkowe tempo).,3,3
Za dwa tygodnie wybierasz się do Vegas?,3,3
"Zinaida Masiulis, przeznaczmy przynajmniej pół godziny na rozmowę o procesie zatwierdzania i ogólnej komunikacji oraz wszelkich sprawach, które chcesz.",3,4
"Proszę pamiętać, że nie miałem okazji omawiać tej propozycji wewnętrznie.",3,4
"Skontaktuj się z Dorotą (X-36898) i daj jej znać, jeśli jesteś zainteresowany uczestnictwem.",3,3
"Proszę opisać kroki, aby odtworzyć błąd:",3,3
"Zapraszam do wystąpienia z grupą do spraw handlu elektronicznego na naszym następnym spotkaniu (piątek, 8 września w Houston).",3,3
Jaki jest Twój adres??,3,3
Być może trzeba będzie sprawdzić u Rajmunda Stokłaska lub Trishy bilety na przepustowość na grudzień.,3,3
"Moglibyśmy również przeprowadzić ogólne, wstępne dyskusje na ten temat z VEPCO, jeśli będziemy gotowi.",3,4
"Gotfryd, zaangażuj się osobiście w wybór prawnika Punder, który zajmie jego miejsce w spotkaniach z klientami i regulatorami.",3,3
Chcesz połączyć się ze mną w Linkedin?,3,3
"Daj mi znać, jeśli będziemy musieli wysłać ponownie.",3,4
"Ponieważ dla niektórych z nas jest to teren dziwny i obcy, uznałem za stosowne zaprosić Was w imieniu moich braci Wiktorii i Kurta Swornowskich oraz siebie na mały zamknięty koktajl, który Ksenia Pachytel urządza w czwartek 31 stycznia w Waldorf Towers w godzinach od 19:00 do 21:45, aby spotkać się z Państwem w celu wymiany poglądów na początku sesji.",3,3
Powinniśmy także każdego ranka wracać do strategii kasowej.,3,3
"Nie wahaj się ze mną skontaktować, jeśli chciałbyś omówić te materiały dalej lub jeśli jest coś, co mogę zrobić, aby ci pomóc.",3,4
"I żeby być jeszcze większym bólem.....ponieważ mój harmonogram jest katastrofą, kiedy szkoła dobiega końca, czy możesz wrzucić czek na pocztę?",3,3
"W każdym razie chciałem tylko sprawdzić, czy masz kopię – daj mi znać, jeśli potrzebujesz pomocy.",3,3
"Chłopaki, prosimy o uczestnictwo, jeśli jest to możliwe.",3,4
Czy możesz dołączyć?,3,4
"Więc dlaczego nie sprawdzisz w Gas Control, czy wiedzą, dlaczego Vol został dostarczony tego dnia.",3,3
"Muszę znać charakter rozmów, które będziemy prowadzić z tą firmą, więc wiem, jak sformułować opis w umowie.",3,4
"Daj mi znać, kiedy się ukaże, i zdobądź kopię dla grupy (szczególnie Marian Kmetko, który być może będzie musiał odpowiadać na zapytania prasowe, jeśli PG&E wrzeszczy).",3,4
Mamy rezerwację na kolację na sobotę o 7:30.,3,3
"Proszę daj mi znać, czy jutro rano Ci odpowiada.",3,4
Prosimy o wcześniejsze dokonanie zwrotu w niedzielę.,3,4
"Zadzwoń do mnie, gdy będziesz miał chwilę na dalszą dyskusję.",3,4
"Wilhelmina Bieńczyk-Walaszek, uważam, że nie mamy żadnych problemów z rozpoznaniem wartości tej transakcji - proszę o potwierdzenie.",3,4
Dyskusje z celami możemy rozpocząć już za kilka dni.,3,4
Czy mógłbyś ponownie wysłać.,3,4
"Potrzebuję tego w tym tygodniu, jeśli to możliwe.",3,4
"Arleto Stręciok, czy możesz drukować też dla Edeltraudy Choszek?",3,3
A może po prostu zadzwonimy do nich z sali konferencyjnej?,3,4
W żadnym wypadku nie porzucaj żadnych aktywów w żadnym momencie.,3,3
"Ponieważ Romualda Heuzel nie może uczestniczyć w Spotkaniu Przygotowawczym, będziemy bardzo wdzięczni za nominowanie delegata, a także przesłanie nam wstępnych pomysłów na interesujące zagadnienia i panelistów do programu.",3,3
Czy chcesz dwustronną czy jednokierunkową i jaki jest charakter twoich dyskusji?,3,3
"Mamy nadzieję, że dołączysz do nas podczas tego ekscytującego wydarzenia i czekamy na Ciebie.",3,3
"W tym tygodniu przyjrzymy się analizie, którą możesz przeprowadzić jako marketer, aby zrozumieć, jakie treści powinieneś opracowywać, jak je udostępniać i co działa na Twitterze w przypadku Twojej konkretnej wiadomości.",3,3
"Chętnie poznamy Cię lepiej, abyśmy mogli ulepszyć nasze usługi i produkty.",3,3
Proszę od razu sprawdzić swoją witrynę.,3,3
"Proszę daj mi znać, jeśli chcesz robić Opus, a ja się tym zajmę.",3,4
"Byłoby niezwykle przydatne, gdyby osoby uczestniczące w czwartkowym spotkaniu z gubernatorem dały mu do zrozumienia, że ​​odbieranie firmom i klientom możliwości wyboru jest złą drogą i że on i liderzy ustawodawczy muszą współpracować z koalicją, aby to naprawić .",3,3
Dodaj Sylwię Francić do tego e-maila.,3,4
"Serafina Kochanowski-Bień poprosiła jednak, abym przekazała Państwu swoje dane telefoniczne i e-mailowe, aby mogli Państwo skontaktować się ze mną w celu umówienia spotkania w celu omówienia projektów LNG.",3,4
Proszę nie liczyć grudnia jako możliwego czasu rozpoczęcia sesji specjalnej.,3,4
Przylecisz nurkować ze mną i Emanuelem jutro?,3,3
"Proszę o pomoc w tej sprawie i próbę ustalenia terminu wypowiedzenia po 9 grudnia, czyli najwcześniej w najbliższy poniedziałek.",3,4
"Olgierd, czy jesteś dostępny w poniedziałek o 9 rano w sprawie ABB?",3,4
"Czy uważasz, że twój szef jest skłonny zadzwonić do gubernatora w sprawie ważności wyboru i/lub podpisać i wysłać listy do kierownictwa?",3,3
"Wspaniale byłoby cię poznać, kiedy przyjedziesz do Houston.",3,4
"Jeżeli poprawka spotka się z Państwa aprobatą, proszę o wykonanie dwóch egzemplarzy przez upoważnionego urzędnika Jolanty Jakubowski-Presz i odesłanie ich do mnie do podpisu przez Enron.",3,4
Chcesz się spotkać przy garażu?,3,2
Cześć Krzysztofa Walasowie: Czy można otrzymać kopię raportu?,3,4
Może warto dla nas przeprowadzić szybką rozmowę telefoniczną w celu przedyskutowania.,3,4
Jedziemy - chcesz do nas dołączyć?,3,3
Sprawdź swój adres e-mail dla Celestyna Jaworskiego-Toczka,3,3
"Na pewno chciałbyś się zebrać (telefon lub coś) przed spotkaniem, abyśmy (ja, ty, Brunon, Emil) jasno określili, jakie są nasze cele na spotkanie i jak powinien wyglądać program.",3,4
"Aneta: Nie będę mogła iść z tobą na obiad, kolacja jest możliwa.",3,4
Zachęcamy do instalacji komputera i monitorów w czwartek lub piątek.,3,2
"Wierzę, że EE&CC rozwiązuje te problemy; jednak telefon od Ciebie w celu podkreślenia znaczenia dla Enronu doda dodatkowej zachęty.",3,3
Skąd wziąłeś swój?,3,3
Patryk Czernecki sprawdza z Izydorą tę transakcję.,3,4
Poniedziałek 8 października 2001 Drogi Rafale Jungto Piszę z prośbą o spotkanie z Państwem w listopadzie.,2,3
"I tak, umieścimy zarówno ciebie, jak i Hankę Lelski w kalendarzu Kornela Żymirskiego, aby omówić temat Sojuszy Operacyjnych... Będę czekać na ich wezwanie do harmonogramu.",2,4
Czy jest plan spotkania na 5 czerwca?,2,4
Chciałbyś do mnie dołączyć?,2,4
"Norma, czy zechciałbyś odwiedzić panią Kryspin Cieślarski i wyjaśnić jej różnicę między terenem wykopu, z którego usunięto podziemne zbiorniki, a terenem gospodarskim?",2,3
"Cieszyłam się, że miałam okazję spotkać się z Wami i Iwonną Rens w kwietniu, aby omówić kampanię Biblioteki/Wyróżnienia.",2,3
"Wysyłajmy dalej i z powrotem i spotkajmy się w środę rano, aby sfinalizować.",2,4
Proszę również o przesłanie najnowszej wersji mapowania krzywej centralnej.,2,4
Moglibyśmy omówić to i inne sugestie na niedzielnym spotkaniu.,2,4
Porozmawiaj z Iwo Łabeckim-Stasiakiem o dołączeniu do grupy.,2,3
Zadzwonię ponownie w piątek.,2,4
Co robimy dziś na kolację?,2,3
Czy wyślesz notatkę do ludzi w sprawie spotkania GA tutaj w SF w przyszły czwartek?,2,4
"Czy masz coś przeciwko, jeśli przekażę go innym osobom zajmującym się prawem korporacyjnym, które mogą być zainteresowane (tj. Moim odpowiednikom)?",2,3
"Jeśli chcesz wziąć udział, daj mi znać, a dostaniemy bilety.",2,3
"Daj mi znać, co usłyszysz od Huberta Kukieciaków czy Zenaidy Raczyński-Kluczek o ich dyskusji.",2,4
"Wtedy może uda nam się zebrać i przedyskutować inne zmiany, które musimy wprowadzić.",2,4
"Jeśli pozwolisz, chętnie omówię je z tobą.",2,4
Seminarium / sesję dyskusyjną możemy zaoferować w poniedziałek 18 grudnia o godzinie 3:30.,2,3
"Daj mi znać, kiedy będziemy mogli przydzielić te umowy.",2,4
Czy możesz znaleźć tam kilka numerów „przewoźników” i przesłać mi numery?,2,4
Uwaga: Proszę nie otwierać pliku zip.,2,0
"Erazm Aszendorf powie Konstantemu Ankudowi, że musimy wyjść z tej zdolności.",2,3
"Scott, kiedy chciałbyś przejrzeć miarka CNG?",2,4
W następny poniedziałek będziemy musieli przewidzieć dodatkowy czas na podwójne sprawozdanie.,2,4
"Mam nadzieję, że wkrótce spotkamy się osobiście.",2,4
"Myślę, że możemy rozmawiać przez telefon i podawać im wyniki bez faktycznego wysyłania mu harmonogramów.",2,4
"Daj mi znać, że je masz.",2,4
"Zakończ proces teraz, aby natychmiast otrzymać wpłatę.",2,3
Czy odpowiedziałeś na adres Haas?,2,3
"Bonifacy Domaradzka-Wronowski i ja porozmawiamy o tym, jak iść do przodu.",2,4
"Byłbym wdzięczny, gdyby zechciał mi Pan powiedzieć, na jakim etapie jest umowa o zwolnienie zarówno mnie, jak i Enronu z zobowiązań zawartych w mojej umowie o pracę.",2,4
Lucjusz Biegun: Czy możesz dla mnie uczestniczyć w tym spotkaniu?,2,4
Proszę zarządzaj przez PR - Elfryda Marcinkowski-Biedrzycki - będzie wymagać agendy w ramach procesu akceptacji.,2,4
"Zadzwoń do mnie dziś wieczorem, a przedstawię ci wszystkie krwawe szczegóły.",2,4
"Będę w Houston przez następne trzy tygodnie, jeśli chcesz ze mną porozmawiać.",2,4
"Cieszę się, że mogę z Tobą porozmawiać w piątek i chętnie porozmawiam więcej, jeśli masz inne pytania lub chcesz kontynuować.",2,4
Prosimy o przejrzenie i e-mail do Wilhelma Kuplińskiego ze swoimi komentarzami do tego paragrafu.,2,3
"Chciałbym porozmawiać z Wami o Eufemii Turoski, a także omówić możliwość przeniesienia Marzenny Makaron z powrotem do mojej książki.",2,4
"Feliks Pocenty, śmiało zadzwoń do Zyty Nazinek, aby omówić strategię, zasoby i podejście.",2,4
"W każdym razie wydajesz się być właściwą osobą, aby odpowiedzieć na tego e-maila.",2,3
Naprawdę nie mogę się doczekać dalszej dyskusji.,2,4
"Eustachy Rozbiegalski, czy mógłbyś przekazać mi szablon listu ""dziękuję, ale nie dziękuję""?",2,4
Daj mi znać o tym weekendzie.,2,4
"Potrzebujemy również wstawić omówienie stosunku cen szczytowych do cen pozaszczytowych, jako stosunek 3:2, co nie jest tym, co proponowały inne strony.",2,4
Pomyśl o takich przedmiotach i porozmawiajmy.,2,4
"Nie rozmawiaj o tym z nikim na CES lub Roch Sztern, proszę.",2,4
"Wyślij mi swój numer, a oddzwonię.",2,4
Zadzwoń w sobotę 713-661-6096,2,3
Czy chcesz spotkać się na drinka pewnego wieczoru w tym tygodniu?,2,3
"Musimy kontynuować, ponieważ jego tata jest ze mną w zarządzie JDF i był numerem 2 w Compaq z Rodem Canionem.",2,3
"Byłbym wdzięczny za możliwość przedyskutowania tego z tobą, aby uzyskać twój wkład itp.",2,4
Może powinieneś to rozważyć.,2,4
"Kiedy w przyszłości będę potrzebować „specjalizacji w zarządzaniu”, zadzwonię do Ciebie.",2,3
"Chciałbym również usiąść z wami w tym tygodniu, aby porozmawiać o podstawach PJM i koordynowaniu naszych działań analitycznych.",2,4
Wspaniale było cię poznać i chętnie porozmawiam o możliwościach.,2,4
"Po przejrzeniu mojego życiorysu chciałbym przedyskutować, osobiście lub za pośrednictwem telekonferencji, moje potencjalne możliwości zatrudnienia w Twojej firmie.",2,4
"Wpadnij wkrótce, aby przekazać mi najnowsze informacje na temat życia w Enron.",2,3
Cześć. Kto może się spotkać kiedy?,2,4
"A także, czy powinniśmy ustalić harmonogram?",2,4
"Jestem teraz pod bronią, ale czy będziesz dostępny w piątek na pogawędkę?",2,4
"Dołącz do nas w czwartek, 22 marca, na webinarium, które poprowadzi Patryk — twórca Skedi.",2,2
"Zobacz, kto chce cię poznać.",2,3
"Jeśli potrzebujesz dodatkowych informacji, proszę o kontakt pod numerem 713-334-2887 lub 713-302-9570.",2,3
"Poważnie podchodziłeś do naszej piątkowej rozmowy, czy żartowałeś ze mnie?",2,3
"Zadzwonię do ciebie jutro, jeśli będziesz w pobliżu.",2,4
Tydzień później?,2,3
"Jeśli okaże się, że masz jakieś pytania po drodze, możesz skontaktować się ze mną bezpośrednio pod numerem 866-333-0989 4864, wyślij mi e-mail z wszelkimi pytaniami lub skontaktuj się z preferowanym ACT! Certyfikowany konsultant.",2,2
Proszę sprawdzić daty seminarium OpRisk w Nowym Jorku i wstępnie umieścić je w moim kalendarzu.,2,4
"Jeśli zdołasz przejść przez jedną dziesiątą w 5 minut, jesteś znacznie szybszy ode mnie! Ponadto, zadziwiającym zbiegiem okoliczności, twój zarys wygląda bardzo podobnie do przemówienia MKM na konferencji gazowej Ludwiny Głogowskiej-Szukszto w przyszłym tygodniu.",2,3
"Poświęć kilka minut i powiedz, jak wyglądało Twoje dotychczasowe doświadczenie.",2,4
"Stawki podane w załączonym arkuszu kalkulacyjnym zapewniłyby pełne odzyskanie kosztów dopiero po pełnej subskrypcji projektu, prawda?",2,3
Jesteśmy ok 8:15 w niedzielę?,2,3
"Dziękujemy, a jeśli masz jakiekolwiek pytania dotyczące procesu i tego, czego szukamy, nie wahaj się przedyskutować z nami obojgiem.",2,3
"Kliknij poniżej, aby odwiedzić Evite, aby uzyskać więcej informacji o wydarzeniu, a także RSVP.",2,2
"Proszę podać imię i nazwisko osoby kontaktowej, której Adelajda Santus-Pesta będzie potrzebować, gdy przybędzie na wydarzenie.",2,4
Zadzwonię jutro po rozmowie z Marleną Kuropatyńską - powinno być o 11:00.,2,4
"Dołącz do nas na tyle wydarzeń, na ile pozwala Twój harmonogram!",2,3
"Hej, co myślisz o tym, pomyślałem nawet, że możemy dać to, czego nie użyjesz w programach kościelnych w niedzielę.",2,3
"Z niecierpliwością czekam na kontynuację naszych dyskusji od 2000 roku na temat tego, jak możemy być razem lepsi - jestem zdeterminowany, aby robić to we właściwy sposób, ponieważ wiem, że jesteście.",2,3
"Daj mi znać, jeśli jedno popołudnie w tym tygodniu Ci odpowiada.",2,3
"Prosimy o e-mail z dodatkami do Wolfganga, aby mogła je skompilować.",2,4
"Jaki jest adres strony internetowej HR, na której mogę zobaczyć moje stare odcinki wypłaty?",2,3
Musisz to przedyskutować z East Desk.,2,4
"Seweryna Usta: Myślałam, że może przyjadę w ten weekend do Austin, żeby zrobić skecz na jeziorze Austin, daj mi znać, czy to dobrze.",1,3
Fryderyka Kamelski: Jak możemy odczuć ulgę w tej sprawie?,1,3
"Kiedy macie trochę czasu, prawdopodobnie warto poświęcić pół godziny na omówienie tego.",1,4
"Jakakolwiek pomoc, jakiej możesz udzielić Fabianowi Mandrysowi, byłaby bardzo mile widziana.",1,4
"Wiaczesław, dostajesz te wszystkie raporty?",1,4
"Ale jak często masz okazję powiedzieć nam, co naprawdę myślisz?",1,3
"Proszę, załóż mój kalendarz",1,4
Po prostu chcesz skontaktować się z bazą w przypadku jakichkolwiek działań następczych.,1,3
"Włodzisława Leroux, wyślij do Rogera Fatza w Europie.",1,4
"Poświęcisz chwilę, aby odpowiedzieć na kilka pytań?",1,3
Zadzwoń do mnie we wtorek po południu w celu przedyskutowania (pojechałem do Kelowna na golfa na weekend).,1,4
"Lucjusz Moczała mówi, że ma wiele kwestii księgowych do przejrzenia, a ja pomyślałem, że najlepiej będzie, gdybyśmy wszyscy usłyszeli to samo w tym samym czasie, plus, jak do cholery ten szczeniak otrzyma finansowanie?",1,3
"Cieszę się, że przekazujesz te uwagi Zbigniewowi Swalskiemu według własnego uznania.",1,3
"Jeśli jesteś zainteresowany, mamy jeszcze kilka segregatorów z materiałami prezentacyjnymi.",1,2
"Spędzę więcej czasu przyglądając się temu w weekend, a jeśli zobaczę problem, zadzwonię w poniedziałek.",1,3
"Longina Bojarski-Łoś, w tej sprawie musisz sam zatelefonować - myślę, że w obu możesz dodać wartość.",1,3
"Bylibyśmy naprawdę wdzięczni, gdybyś poświęcił chwilę, aby poinformować nas o jakości swojego doświadczenia.",1,3
Zajrzyj dziś wieczorem do humidora.,1,2
Proszę zarezerwować na 3 noce-czw/pt/sob.,1,3
"Czy możesz sprawdzić, co New Power otrzymuje na A06?",1,3
"Czy masz coś przeciwko, jeśli następnym razem spotkam się z Rajmundem Narólskim, Klarą Bukrej i Albiną, kiedy przyjadę do Haasa, żeby trochę o tym porozmawiać?",1,4
"Jeśli masz jakieś uwagi lub pytania, które chciałbyś ze mną omówić, nie wahaj się zadzwonić pod numer (713) 853-3399.",1,3
Zadzwoń do nas lub porozmawiaj z nami już dziś!,1,3
"Myślę, że przydałoby się Grzegorzowi przyłączyć się do apelu.",1,4
"Będę wracał z Waco i jeśli nie ma takiej sytuacji, dołączę do ciebie.",1,3
"Wlicz mnie, jeśli nadal jest dostępny.",1,4
Prosimy o kontakt z Anielą Jodzis-Smaga poprzez e-mail lub telefon 713-853-6898 w celu umówienia godziny z Hanną.,1,3
Byłbym bardzo wdzięczny za możliwość omówienia mojego zainteresowania stanowiskiem z Enronem i skontaktuję się z Państwem w ciągu tygodnia.,1,4
Przydałoby się zdobyć kopię.,0,3
"Proszę nie marnować więcej czasu, ponieważ w tej chwili masz szansę pobrać swoją kopię za darmo, ale to się wkrótce skończy.",0,2
Zapraszam do odwiedzenia nas w Lesie w jeden weekend lipca.,0,3
Czy mógłbyś zrobić obiad w środę wieczorem (17-go)?,0,3
"Władysław umówiłeś się ze mną w przyszłym tygodniu, żeby porozmawiać o strukturze DRL z 2001 roku.",0,4
"Myślę, że powinieneś się z nią skontaktować później, aby uzyskać odprawę, ponieważ za 5 minut wysiadam na kolejną rozmowę.",0,4
Proszę wypełnić pola:,0,2
"Poświęć chwilę, aby ocenić ten e-mail:",0,2
"Chcielibyśmy, abyście wraz z gościem dołączyli do nas na 3 i 4 rundę Tour Championship w sobotę i niedzielę.",0,3
"Czy możemy go (syna, nie profesora) zaprosić na Super Sobotę?",0,3
"A może wolisz, aby wszyscy po prostu dokładali się do koszyka podarunkowego?",0,2
Wydrukuj e-mail i załączniki.,0,3
"Zaprosiliśmy zespół na obiad w czwartek, godz. 19:00. Czy chciałbyś do nas dołączyć?",0,3
Zaplanuj również wyjazd do Londynu za 3-4 tygodnie.,0,3
Jakie jest słowo o golfie w ten weekend?,0,3
Pobierz go już dziś z App Store i przygotuj się na otrzymywanie wspaniałych ofert kuponów Qwiqq od swoich ulubionych sprzedawców!,0,0
Dołącz do prezentacji strumieniowej już teraz.,0,3
"Może moglibyśmy zjeść lunch, czy coś, a ty mógłbyś mi przekazać, co robicie.",0,4
"Mój najlepszy wynik to 3,61 mili... daj mi znać, jeśli jesteś w stanie go pobić.",0,3
"Zostaw recenzję i daj mi znać, co Ci się podoba / nie podoba w liście! Stuknij komórkę Wsparcie na ekranie głównym",0,1
Dlaczego po prostu nie wybierzesz restauracji i spotkamy się tam.,0,2
Zamiast tego wyślij wiadomość do naszego zespołu obsługi klienta na adres customerservice@creativeedge.com,0,1
"Potwierdź, że to jest Twój numer telefonu i adres e-mail, klikając następujący link:$LINK .",0,1
"Pomyślałem, że może jeśli spełni to twój harmonogram biegania, zechcesz do nas dołączyć...",0,3
"- Zadzwoń do nas 24/7 pod numer 855.700.5121, a Twój osobisty doradca ds. konta omówi opcje odroczenia płatności bez dalszego narażania Twojego kredytu i prawdopodobnie bez konieczności dokonywania płatności.",0,2
"Jeśli kliknięcie powyższego linku nie działa, skopiuj i wklej adres URL w nowym oknie przeglądarki.",0,0
"Jeśli nie znasz tych 3 motywów, sprawdź je w App World i śmiało, zdobądź co najmniej jeden, aby uzyskać super fajne 2,99 USD!",0,0
"Korzystaj z prywatnych wiadomości, aby dyskutować ze swoimi zespołami i łatwo organizować wspólne perłowe drzewa!",0,3
Uwielbiamy mieć okazję się z wami spotkać i,0,3
"Mamy przybliżoną mapę drogową nowych funkcji, które chcielibyśmy dodać, ale potrzebujemy Twojej pomocy.",0,3
"Proszę o rezerwację podróży w obie strony SF / NYC, wyjeżdżając we wtorek 8.02.01 o 9:15, wracając w niedzielę o 16:15 z NYC.",0,3
"Proszę NIE zakładać, że adres IP jest taki sam jak podczas ostatniego połączenia.",0,3
"Proponuję rozmowę konferencyjną z Delta o 100, aby omówić, gdzie jesteśmy.",0,5
"Po prostu odpowiedz na tego e-maila, a my się tym zajmiemy, lub jeśli wolisz, wypełnij bardzo krótką ankietę: $LINK",0,2
"Przyjmę ciebie/go na propozycję spotkania się, kiedy on tu będzie.",0,4
"Pakujemy rzeczy taty w sobotę, jeśli chcesz wpaść i posiedzieć.",0,2
Jestem otwarta na luch w środę i czwartek.,0,3
"Chociaż Allah ma powód, abym cię poznał i możesz mi pomóc wyjść z mojego obecnego stanu,",0,3
Czy możesz wznieść się na szczyt?,0,3
"Jeśli link nie otwiera się, wklej go bezpośrednio do przeglądarki i naciśnij Enter.",0,0
"Niektóre e-maile nie mogą odczytać naszej poczty internetowej, napisz enerfaxgold-subscribe@egroups.com, aby subskrybować identyczny e-mail w formacie tekstowym.",0,1
"Ponieważ szanujemy Twój czas online i prywatność w Internecie, zapewniamy, że nigdy nie udostępnimy Twojego adresu e-mail osobom trzecim.",0,2
"Będziemy bardzo wdzięczni za wszelkie pomysły, jak możemy ulepszyć.",0,4
"Spotkamy się w biurze burmistrza o 11:30 i byłbym bardzo wdzięczny, gdybym mógł powiedzieć, że jesteś na pokładzie.",0,4
Czy nadal jesteś dostępny w środy lub czwartki rano?,0,3
Więcej informacji znajdziesz w regulaminie kuponów.,0,3
"Aby zrezygnować z otrzymywania wiadomości e-mail, prześlij tę wiadomość na adres admin@tugbiz.com",0,1
Czy możesz sobie pozwolić na rezygnację z ubezpieczenia zdrowotnego do następnego otwartego okresu zapisów Obamacare w listopadzie?,0,3
"Co powiesz na 1100 w poniedziałek, aby omówić NASTĘPNĄ transakcję?",0,3
Będzie nam bardzo miło cię poznać.,0,3
"Chciałbym polecić Wam aplikację, której używam do organizowania zadań na iPhonie: Priority Matrix.",0,2
Ty i Modesta Demitraszek chcecie zostać w moim mieszkaniu w niedzielę wieczorem?,0,3
"Z radością informujemy, że na następnej stronie pojawił się nowy makijaż Clinique, który możesz dostać za 0 USD! Zapisz się od razu na makijaż i daj sobie wygląd, na jaki zasługujesz.",0,1
"I nie musisz płacić za poszczególne utwory – możesz słuchać, ile chcesz.",0,2
Dołącz do webinaru już teraz.,0,2
"Proszę o pomoc w zidentyfikowaniu gościa, który może pomóc nam przemyśleć niektóre problemy z jednej (lub obu) z dwóch perspektyw:",0,3
"Prosimy nie odpowiadać na tę wiadomość w przypadku problemów z obsługą klienta, ponieważ adres użyty do wysłania tej wiadomości nie akceptuje poczty.",0,3
Poniedziałkowy obiad ?,0,3
Więc gdzie płyniesz w ten weekend?,0,2
Chcesz przejść do gry za dwa tygodnie?,0,2
"Mam przyjemność zaprosić Państwa do wzięcia udziału we wtorek 30 września 2014 w Jesiennych Targach Kariery, które odbędą się na świeżym powietrzu na przepięknej White Plaza.",0,3
Chętnie pomogę umówić się na spotkanie z prof. Klementyną.,0,4
Pomożemy w każdej potrzebie finansowej.,0,3
Proszę zweryfikować - USA : FL : Zephyrhills Nursing Opportunity dla: judespear185012@gmail.com,0,2
"Tak, będziemy tam w niedzielę.",0,3
